,wine_type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,free_SO2_ratio,alcohol_surgar_ratio,sugar_acidity_ratio,fixed_acidity_ratio
924,red,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,7,33.333333333333336,246.80851063829786,53.16742081447964,96.15384615384616
925,red,7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,6,60.0,700.0,19.77750309023486,97.65142150803462
927,red,10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,8,56.75675675675676,621.0526315789474,18.51851851851852,97.46588693957115
928,red,7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6,42.10526315789474,570.0,24.271844660194173,95.87378640776699
929,red,7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,6,62.5,575.0,26.52519893899204,92.83819628647215
930,red,9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,7,35.483870967741936,545.4545454545454,23.1335436382755,96.74027339642481
931,red,6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6,52.94117647058823,196.36363636363637,75.08532423208192,90.1023890784983
932,red,9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,5,30.0,420.0,25.51020408163265,95.91836734693877
933,red,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5,27.77777777777778,626.6666666666666,16.447368421052634,94.2982456140351
935,red,8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,6,63.888888888888886,590.4761904761905,24.027459954233407,96.10983981693363
936,red,7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6,56.0,571.4285714285714,26.61596958174905,93.78960709759188
937,red,6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.99402,3.45,0.54,11.2,6,60.0,658.8235294117648,25.835866261398177,92.70516717325228
938,red,8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,6,64.0,563.6363636363636,25.943396226415096,94.33962264150944
939,red,6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,5,26.53061224489796,609.5238095238095,30.56768558951965,91.70305676855895
940,red,8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,6,52.94117647058823,647.3684210526316,22.538552787663107,97.27164887307235
941,red,9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,7,41.66666666666666,585.0,21.27659574468085,96.80851063829788
942,red,8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,5,30.76923076923077,287.8787878787879,37.16216216216217,91.21621621621622
944,red,8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,6,42.85714285714285,714.2857142857143,15.855039637599093,93.99773499433749
946,red,7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0,6,17.142857142857142,733.3333333333334,18.226002430133658,95.99027946537059
947,red,8.9,0.24,0.39,1.6,0.074,3.0,10.0,0.99698,3.12,0.59,9.5,6,30.0,593.75,17.505470459518598,97.3741794310722
948,red,5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,6,36.25,316.27906976744185,79.62962962962962,92.59259259259258
950,red,7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,6,58.333333333333336,633.3333333333333,28.037383177570096,94.79305740987985
951,red,5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,5,46.66666666666666,516.0,39.936102236421725,89.45686900958466
952,red,7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,8,47.05882352941177,524.0,29.620853080568715,93.60189573459714
955,red,10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,11.2,6,58.62068965517241,589.4736842105264,17.117117117117118,96.3963963963964
956,red,6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,4,23.07692307692308,522.7272727272726,31.07344632768362,91.80790960451978
957,red,8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,7,48.14814814814815,664.7058823529412,18.805309734513273,97.34513274336284
958,red,5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,6,27.272727272727277,794.1176470588235,27.914614121510674,95.23809523809524
959,red,6.3,0.76,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,6,50.0,396.55172413793105,41.07648725212465,89.23512747875354
960,red,10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,10.0,5,31.46067415730337,370.3703703703703,25.88686481303931,95.87727708533077
961,red,10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,10.5,6,34.285714285714285,318.1818181818182,30.19213174748399,96.06587374199451
962,red,9.1,0.6,0.0,1.9,0.058,5.0,10.0,0.9977,3.18,0.63,10.4,6,50.0,547.3684210526316,19.587628865979383,93.81443298969073
963,red,5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5,42.22222222222222,558.8235294117648,27.91461412151067,96.88013136288997
964,red,7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,13.6,7,47.36842105263158,755.5555555555555,23.195876288659793,95.36082474226804
965,red,7.2,0.48,0.07,5.5,0.089,10.0,18.0,0.99684,3.37,0.68,11.2,7,55.55555555555556,203.63636363636363,71.61458333333334,93.75
966,red,8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,11.8,7,40.0,694.1176470588235,19.362186788154897,96.81093394077449
967,red,8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,6,44.0,700.0,20.606060606060606,96.96969696969697
968,red,10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6,46.15384615384615,570.0,18.315018315018314,95.23809523809524
969,red,7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,5,30.851063829787236,245.94594594594594,46.77623261694058,94.81668773704172
970,red,8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,6,18.6046511627907,475.0,22.962112514351322,94.14466130884041
971,red,7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,9.5,6,41.77215189873418,558.8235294117648,22.07792207792208,94.8051948051948
972,red,8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,6,33.80281690140845,440.0,29.13752913752914,95.57109557109555
973,red,6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,11.4,6,50.0,475.0,32.6530612244898,93.87755102040816
975,red,7.3,0.32,0.23,2.3,0.066,35.0,70.0,0.99588,3.43,0.62,10.1,5,50.0,439.13043478260875,30.183727034120732,95.8005249343832
976,red,8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,3.53,0.81,10.4,6,60.78431372549019,416.0,29.761904761904766,97.61904761904762
978,red,10.0,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8,7,42.85714285714285,190.32258064516128,59.558117195004805,96.06147934678194
979,red,7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,11.6,6,42.85714285714285,580.0,24.420024420024422,95.23809523809524
980,red,10.0,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,12.0,6,54.54545454545455,600.0,19.32367149758454,96.61835748792271
981,red,8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.99473,3.3,0.76,12.8,7,33.333333333333336,457.14285714285717,32.825322391559205,96.13130128956622
982,red,6.1,0.58,0.23,2.5,0.044,16.0,70.0,0.99352,3.46,0.65,12.5,6,22.857142857142858,500.0,37.4251497005988,91.31736526946108
983,red,8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,5,23.68421052631579,445.4545454545455,24.719101123595507,93.25842696629215
984,red,9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66,11.1,6,44.73684210526316,528.5714285714286,20.95808383233533,95.80838323353294
986,red,8.5,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76,11.8,7,51.13636363636363,674.2857142857143,20.161290322580644,97.92626728110599
987,red,5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.87,12.9,7,15.84158415841584,614.2857142857142,37.43315508021391,90.9090909090909
989,red,10.2,0.41,0.43,2.2,0.11,11.0,37.0,0.99728,3.16,0.67,10.8,5,29.72972972972973,490.9090909090909,20.735155513666356,96.13572101790763
990,red,10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,3.14,0.72,11.1,7,30.0,482.60869565217394,20.985401459854014,96.7153284671533
991,red,8.8,0.45,0.43,1.4,0.076,12.0,21.0,0.99551,3.21,0.75,10.2,6,57.142857142857146,728.5714285714286,15.135135135135135,95.13513513513514
992,red,8.5,0.32,0.42,2.3,0.075,12.0,19.0,0.99434,3.14,0.71,11.8,7,63.1578947368421,513.0434782608696,26.07709750566893,96.3718820861678
993,red,9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5,47.61904761904762,588.2352941176471,17.373530914665302,91.97751660705161
996,red,8.2,0.33,0.39,2.5,0.074,29.0,48.0,0.99528,3.32,0.88,12.4,7,60.41666666666666,496.0,29.30832356389215,96.13130128956622
997,red,6.5,0.34,0.27,2.8,0.067,8.0,44.0,0.99384,3.21,0.56,12.0,6,18.181818181818183,428.5714285714286,40.93567251461988,95.02923976608187
998,red,7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.99502,3.32,0.62,11.5,6,35.714285714285715,500.00000000000006,28.39506172839506,93.82716049382717
999,red,9.2,0.36,0.34,1.6,0.062,5.0,12.0,0.99667,3.2,0.67,10.5,6,41.66666666666666,656.25,16.73640167364017,96.23430962343096
1000,red,7.1,0.59,0.0,2.2,0.078,26.0,44.0,0.99522,3.42,0.68,10.8,6,59.09090909090909,490.9090909090909,28.608582574772438,92.32769830949286
1001,red,9.7,0.42,0.46,2.1,0.074,5.0,16.0,0.99649,3.27,0.74,12.3,6,31.25,585.7142857142857,20.750988142292492,95.8498023715415
1002,red,7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6,40.0,558.8235294117648,21.35678391959799,95.47738693467336
1005,red,7.1,0.66,0.0,2.4,0.052,6.0,11.0,0.99318,3.35,0.66,12.7,7,54.54545454545455,529.1666666666667,30.927835051546392,91.49484536082474
1007,red,8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,6,23.404255319148938,458.33333333333337,28.070175438596493,95.90643274853801
1008,red,9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46,11.4,5,45.45454545454545,690.909090909091,16.19234543670265,96.17271835132483
1010,red,6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,5,26.229508196721312,581.25,21.447721179624665,91.15281501340483
1011,red,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5,9.243697478991596,519.047619047619,28.610354223433244,91.28065395095368
1012,red,7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,6,15.384615384615383,595.0,26.917900403768506,94.21265141318977
1013,red,6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,5,50.0,156.4102564102564,105.40540540540542,89.1891891891892
1015,red,9.1,0.4,0.57,4.6,0.08,6.0,20.0,0.99652,3.28,0.57,12.5,6,30.0,271.7391304347826,48.42105263157894,95.78947368421052
1017,red,7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,7,26.82926829268293,496.0,33.557046979865774,96.64429530201342
1019,red,7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,6,23.4375,527.7777777777777,23.240800516462233,90.38089089735313
1020,red,6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,6,37.5,527.7777777777777,27.149321266968325,93.51432880844645
1021,red,7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,6,24.46808510638298,413.0434782608696,27.122641509433958,93.16037735849056
1022,red,7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,44.44444444444444,653.3333333333334,18.13784764207981,93.10761789600969
1023,red,7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,6,24.675324675324678,545.0,25.12562814070352,96.73366834170854
1024,red,7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,7,50.0,589.4736842105264,23.058252427184467,95.87378640776699
1025,red,8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,8,50.0,650.0,19.955654101995567,95.34368070953437
1026,red,9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.99878,3.14,0.55,9.4,5,43.42105263157895,162.0689655172414,54.51127819548872,93.04511278195488
1027,red,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,54.54545454545455,523.8095238095237,27.777777777777775,95.23809523809523
1028,red,9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,5,46.15384615384615,588.2352941176471,16.0075329566855,93.22033898305084
1029,red,6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,7,58.333333333333336,560.0,30.349013657056148,94.08194233687405
1030,red,6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,53.333333333333336,495.23809523809524,28.187919463087248,91.2751677852349
1031,red,6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,5,41.50943396226416,442.8571428571429,29.829545454545453,93.75
1032,red,9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,6,38.46153846153846,552.6315789473684,19.03807615230461,96.19238476953907
1035,red,7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,6,12.658227848101266,475.0,23.612750885478157,93.27036599763872
1036,red,8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,6,58.108108108108105,631.578947368421,22.248243559718972,96.01873536299766
1037,red,8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,6,33.333333333333336,557.8947368421053,22.093023255813954,95.34883720930232
1038,red,9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,6,50.0,838.4615384615385,13.84451544195953,95.84664536741214
1039,red,10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6,38.63636363636363,638.8888888888889,16.0427807486631,97.14795008912655
1040,red,8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,6,37.07865168539326,436.3636363636363,25.49246813441484,93.85863267670916
1041,red,10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,6,39.130434782608695,545.4545454545454,20.257826887661146,96.68508287292818
1043,red,9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,5,23.376623376623375,361.53846153846155,26.91511387163561,95.23809523809523
1044,red,7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,5,58.69565217391305,224.390243902439,50.74257425742574,92.82178217821782
1045,red,9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,5,38.095238095238095,480.0,20.876826722338205,93.94572025052192
1046,red,5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,7,20.454545454545453,755.5555555555555,32.608695652173914,92.39130434782608
1047,red,7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,28.78787878787879,452.38095238095235,26.151930261519304,94.64508094645082
1048,red,7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,6,25.86206896551724,437.037037037037,34.263959390862944,97.71573604060914
1049,red,7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,5,53.333333333333336,415.38461538461536,30.179918746372604,90.53975623911782
1050,red,10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,4,38.888888888888886,422.72727272727275,21.093000958772773,97.79482262703739
1051,red,7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,61.11111111111112,581.8181818181818,28.025477707006374,90.44585987261146
1052,red,6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,4,5.3097345132743365,89.14728682170542,203.79146919431278,94.7867298578199
1053,red,7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6,41.1764705882353,552.9411764705883,20.35928143712575,93.41317365269461
1054,red,8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4,50.0,384.0,28.312570781426952,91.73272933182334
1055,red,6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,4,55.0,274.4186046511628,59.9721059972106,90.6555090655509
1056,red,7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5,60.0,547.0588235294118,20.96177558569667,92.47842170160297
1057,red,9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,5,43.07692307692308,392.00000000000006,24.582104228121928,96.36184857423797
1058,red,9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,6,37.5,610.0,21.27659574468085,95.74468085106382
1059,red,8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,5,11.627906976744184,395.83333333333337,27.088036117381485,93.67945823927765
1060,red,5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,6,45.0,76.86567164179104,216.47819063004846,95.31502423263328
1061,red,7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,44.11764705882353,583.3333333333334,22.641509433962263,93.08176100628931
1062,red,7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,5,31.25,588.2352941176471,20.88452088452088,90.9090909090909
1063,red,6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6,61.11111111111112,504.5454545454545,30.09575923392613,94.39124487004104
1064,red,7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,64.86486486486487,473.91304347826093,29.87012987012987,92.20779220779221
1065,red,7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5,45.0,445.4545454545455,27.227722772277232,92.82178217821782
1066,red,7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,5,42.85714285714285,544.4444444444445,23.017902813299234,90.79283887468031
1067,red,7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,5,46.15384615384615,678.5714285714287,16.355140186915886,92.28971962616822
1068,red,7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,5,57.142857142857146,573.6842105263158,22.352941176470587,91.76470588235294
1069,red,6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,5,56.52173913043478,458.33333333333337,35.60830860534125,90.50445103857568
1071,red,7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,6,17.391304347826086,229.16666666666669,63.324538258575195,92.34828496042216
1072,red,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6,45.45454545454545,418.5185185185185,36.29032258064517,91.3978494623656
1075,red,9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,5,51.51515151515152,392.00000000000006,24.390243902439025,95.60975609756099
1076,red,8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,4,50.0,436.3636363636363,24.498886414253903,91.31403118040089
1077,red,8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,6,50.98039215686274,655.5555555555555,20.293122886133034,95.82863585118378
1078,red,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,44.44444444444444,447.82608695652175,29.601029601029595,92.66409266409266
1080,red,6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,6,41.1764705882353,475.0,27.359781121751023,94.39124487004104
1081,red,5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,8,32.18390804597701,777.7777777777777,30.05008347245409,91.81969949916527
1082,red,5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,6,43.333333333333336,875.0,29.739776951672862,92.93680297397769
1083,red,7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,6,37.5,731.25,20.671834625322997,94.31524547803618
1084,red,5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,5,56.81818181818182,589.4736842105264,29.874213836477985,92.76729559748428
1086,red,7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6,47.22222222222222,533.3333333333333,25.059665871121723,93.07875894988068
1087,red,8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,16.049382716049383,413.0434782608696,26.391279403327594,91.79575444635685
1088,red,8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4,30.0,190.47619047619048,70.78651685393258,95.50561797752809
1089,red,7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,6,30.0,510.52631578947364,24.707412223667102,91.02730819245774
1090,red,9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,7,33.333333333333336,676.4705882352941,16.83168316831683,97.02970297029702
1091,red,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,51.851851851851855,547.3684210526316,25.132275132275133,93.91534391534393
1092,red,7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6,40.90909090909091,545.0,23.08136180034622,91.17137911136756
1093,red,8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,6,24.63768115942029,377.7777777777777,28.938906752411576,93.24758842443728
1094,red,7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,5,50.0,473.91304347826093,30.99730458221024,94.33962264150944
1096,red,7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,6,54.83870967741935,496.0,34.43526170798898,97.79614325068871
1097,red,8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,5,42.85714285714285,500.0,30.232558139534884,93.0232558139535
1099,red,7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5,50.0,578.9473684210527,22.781774580335732,91.12709832134293
1100,red,8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6,41.66666666666666,519.047619047619,23.76910016977929,92.81267685342388
1101,red,5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,6,50.0,516.6666666666667,38.12549642573471,93.7251787132645
1102,red,7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,4,50.0,510.52631578947364,23.01635372501514,90.85402786190187
1104,red,7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,6,51.72413793103448,576.1904761904761,27.166882276843467,93.14359637774902
1105,red,5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6,61.11111111111112,871.4285714285714,22.22222222222222,90.47619047619048
1109,red,9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,6,26.666666666666668,533.3333333333333,22.1752903907075,96.09292502639917
1110,red,8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,5,41.1764705882353,622.2222222222222,21.73913043478261,96.61835748792271
1111,red,7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,5,30.88235294117647,400.0,27.413587604290818,90.58402860548271
1112,red,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,27.272727272727277,515.7894736842106,23.427866831072752,92.47842170160297
1113,red,9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5,24.17582417582417,404.0,24.061597690086625,93.3589990375361
1114,red,6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,4,51.72413793103448,284.61538461538464,52.13903743315508,90.90909090909092
1115,red,7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5,42.85714285714285,657.1428571428571,18.37270341207349,91.86351706036746
1116,red,6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,6,44.44444444444444,426.6666666666667,42.796005706134096,92.7246790299572
1118,red,7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,6,30.76923076923077,439.13043478260875,31.249999999999996,95.1086956521739
1119,red,7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,6,34.78260869565217,420.83333333333337,32.608695652173914,95.1086956521739
1120,red,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,18.68131868131868,490.00000000000006,24.600246002460022,92.25092250922508
1122,red,9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,6,24.390243902439025,540.9090909090909,21.276595744680854,95.74468085106383
1124,red,9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,5,13.636363636363637,388.46153846153845,25.0965250965251,93.62934362934362
1126,red,9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,5,50.0,633.3333333333334,19.06779661016949,96.39830508474577
1127,red,9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,7,38.18181818181818,611.1111111111111,19.027484143763214,96.19450317124736
1128,red,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,52.94117647058823,623.5294117647059,23.743016759776538,93.57541899441341
1129,red,6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,5,34.21052631578947,516.6666666666667,25.641025641025642,92.5925925925926
1130,red,7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,18.68131868131868,466.6666666666667,26.25,92.5
